city,state,dispatch_health_service_area_zip
Las Vegas,NV,89179
Las Vegas,NV,89183
Reno,NV,89431
Reno,NV,89432
Reno,NV,89433
Reno,NV,89434
Reno,NV,89435
Reno,NV,89436
Reno,NV,89439
Reno,NV,89441
Reno,NV,89501
Reno,NV,89502
Reno,NV,89503
Reno,NV,89504
Reno,NV,89505
Reno,NV,89506
Reno,NV,89507
Reno,NV,89508
Reno,NV,89509
Reno,NV,89511
Reno,NV,89512
Reno,NV,89513
Reno,NV,89515
Reno,NV,89519
Reno,NV,89520
Reno,NV,89521
Reno,NV,89523
Reno,NV,89533
Reno,NV,89570
Reno,NV,89595
Reno,NV,89701
Reno,NV,89703
Reno,NV,89704
Reno,NV,89705
Reno,NV,89706
Los Angeles,CA,90001
Los Angeles,CA,90002
Los Angeles,CA,90003
Los Angeles,CA,90004
Los Angeles,CA,90005
Los Angeles,CA,90006
Los Angeles,CA,90007
Los Angeles,CA,90008
Los Angeles,CA,90010
Los Angeles,CA,90011
Los Angeles,CA,90012
Los Angeles,CA,90013
Los Angeles,CA,90014
Los Angeles,CA,90015
Los Angeles,CA,90016
Los Angeles,CA,90017
Los Angeles,CA,90018
Los Angeles,CA,90019
Los Angeles,CA,90020
Los Angeles,CA,90021
Los Angeles,CA,90022
Los Angeles,CA,90023
Los Angeles,CA,90024
Los Angeles,CA,90025
Los Angeles,CA,90026
Los Angeles,CA,90027
Los Angeles,CA,90028
Los Angeles,CA,90029
Los Angeles,CA,90031
Los Angeles,CA,90032
Los Angeles,CA,90033
Los Angeles,CA,90034
Los Angeles,CA,90035
Los Angeles,CA,90036
Los Angeles,CA,90037
Los Angeles,CA,90038
Los Angeles,CA,90039
Los Angeles,CA,90040
Los Angeles,CA,90041
Los Angeles,CA,90042
Los Angeles,CA,90043
Los Angeles,CA,90044
Los Angeles,CA,90045
Los Angeles,CA,90046
Los Angeles,CA,90047
Los Angeles,CA,90048
Los Angeles,CA,90049
Los Angeles,CA,90056
Los Angeles,CA,90057
Los Angeles,CA,90058
Los Angeles,CA,90059
Los Angeles,CA,90061
Los Angeles,CA,90062
Los Angeles,CA,90063
Los Angeles,CA,90064
Los Angeles,CA,90065
Los Angeles,CA,90066
Los Angeles,CA,90067
Los Angeles,CA,90068
Los Angeles,CA,90069
Los Angeles,CA,90071
Los Angeles,CA,90077
Los Angeles,CA,90089
Los Angeles,CA,90094
Los Angeles,CA,90095
Los Angeles,CA,90201
Los Angeles,CA,90210
Los Angeles,CA,90211
Los Angeles,CA,90212
Los Angeles,CA,90220
Los Angeles,CA,90221
Los Angeles,CA,90222
Los Angeles,CA,90230
Los Angeles,CA,90232
Los Angeles,CA,90240
Los Angeles,CA,90241
Los Angeles,CA,90242
Los Angeles,CA,90245
Los Angeles,CA,90247
Los Angeles,CA,90248
Los Angeles,CA,90249
Los Angeles,CA,90250
Los Angeles,CA,90254
Los Angeles,CA,90255
Los Angeles,CA,90260
Los Angeles,CA,90262
Los Angeles,CA,90266
Los Angeles,CA,90270
Los Angeles,CA,90274
Los Angeles,CA,90275
Los Angeles,CA,90277
Los Angeles,CA,90278
Los Angeles,CA,90280
Los Angeles,CA,90291
Los Angeles,CA,90292
Los Angeles,CA,90293
Los Angeles,CA,90301
Los Angeles,CA,90302
Los Angeles,CA,90303
Los Angeles,CA,90304
Los Angeles,CA,90305
Los Angeles,CA,90401
Los Angeles,CA,90402
Los Angeles,CA,90403
Los Angeles,CA,90404
Los Angeles,CA,90405
Los Angeles,CA,90501
Los Angeles,CA,90502
Los Angeles,CA,90503
Los Angeles,CA,90504
Los Angeles,CA,90505
Los Angeles,CA,90506
Los Angeles,CA,90601
Los Angeles,CA,90602
Los Angeles,CA,90603
Los Angeles,CA,90604
Los Angeles,CA,90605
Los Angeles,CA,90606
Orange County,CA,90620
Orange County,CA,90621
Orange County,CA,90622
Orange County,CA,90623
Orange County,CA,90624
Orange County,CA,90630
Orange County,CA,90631
Los Angeles,CA,90638
Los Angeles,CA,90640
Los Angeles,CA,90650
Los Angeles,CA,90660
Los Angeles,CA,90670
Orange County,CA,90680
Los Angeles,CA,90701
Los Angeles,CA,90703
Los Angeles,CA,90706
Los Angeles,CA,90710
Los Angeles,CA,90712
Los Angeles,CA,90713
Los Angeles,CA,90715
Los Angeles,CA,90717
Orange County,CA,90720
Los Angeles,CA,90723
Los Angeles,CA,90731
Los Angeles,CA,90732
Orange County,CA,90740
Orange County,CA,90742
Orange County,CA,90743
Los Angeles,CA,90744
Los Angeles,CA,90745
Los Angeles,CA,90746
Los Angeles,CA,90747
Los Angeles,CA,90749
Los Angeles,CA,90755
Los Angeles,CA,90801
Los Angeles,CA,90802
Orange County,CA,90803
Los Angeles,CA,90804
Los Angeles,CA,90805
Los Angeles,CA,90806
Los Angeles,CA,90807
Orange County,CA,90808
Los Angeles,CA,90809
Los Angeles,CA,90810
Los Angeles,CA,90813
Los Angeles,CA,90814
Los Angeles,CA,90815
Los Angeles,CA,90822
Los Angeles,CA,90835
Los Angeles,CA,90846
Los Angeles,CA,91001
Los Angeles,CA,91006
Los Angeles,CA,91007
Los Angeles,CA,91010
Los Angeles,CA,91011
Los Angeles,CA,91016
Los Angeles,CA,91020
Los Angeles,CA,91030
Los Angeles,CA,91042
Los Angeles,CA,91101
Los Angeles,CA,91103
Los Angeles,CA,91104
Los Angeles,CA,91105
Los Angeles,CA,91106
Los Angeles,CA,91107
Los Angeles,CA,91108
Los Angeles,CA,91125
Los Angeles,CA,91201
Los Angeles,CA,91202
Los Angeles,CA,91203
Los Angeles,CA,91204
Los Angeles,CA,91205
Los Angeles,CA,91206
Los Angeles,CA,91207
Los Angeles,CA,91208
Los Angeles,CA,91210
Los Angeles,CA,91214
Los Angeles,CA,91316
Los Angeles,CA,91324
Los Angeles,CA,91325
Los Angeles,CA,91331
Los Angeles,CA,91335
Los Angeles,CA,91342
Los Angeles,CA,91344
Los Angeles,CA,91345
Los Angeles,CA,91352
Los Angeles,CA,91356
Los Angeles,CA,91401
Los Angeles,CA,91402
Los Angeles,CA,91403
Los Angeles,CA,91405
Los Angeles,CA,91406
Los Angeles,CA,91411
Los Angeles,CA,91423
Los Angeles,CA,91436
Los Angeles,CA,91501
Los Angeles,CA,91502
Los Angeles,CA,91504
Los Angeles,CA,91505
Los Angeles,CA,91506
Los Angeles,CA,91601
Los Angeles,CA,91602
Los Angeles,CA,91604
Los Angeles,CA,91605
Los Angeles,CA,91606
Los Angeles,CA,91607
Los Angeles,CA,91608
Riverside,CA,91701
Los Angeles,CA,91702
Los Angeles,CA,91706
Riverside,CA,91708
Riverside,CA,91709
Riverside,CA,91710
Riverside,CA,91711
Los Angeles,CA,91722
Los Angeles,CA,91723
Los Angeles,CA,91724
Riverside,CA,91729
Riverside,CA,91730
Los Angeles,CA,91731
Los Angeles,CA,91732
Los Angeles,CA,91733
Riverside,CA,91737
Riverside,CA,91739
Los Angeles,CA,91740
Los Angeles,CA,91741
Riverside,CA,91743
Los Angeles,CA,91744
Los Angeles,CA,91745
Los Angeles,CA,91746
Orange County,CA,91748
Riverside,CA,91750
Riverside,CA,91752
Los Angeles,CA,91754
Los Angeles,CA,91755
Riverside,CA,91758
Riverside,CA,91761
Riverside,CA,91762
Riverside,CA,91763
Riverside,CA,91764
Los Angeles,CA,91765
Riverside,CA,91766
Riverside,CA,91767
Riverside,CA,91768
Los Angeles,CA,91770
Riverside,CA,91773
Los Angeles,CA,91775
Los Angeles,CA,91776
Los Angeles,CA,91780
Riverside,CA,91784
Riverside,CA,91785
Riverside,CA,91786
Los Angeles,CA,91789
Los Angeles,CA,91790
Los Angeles,CA,91791
Los Angeles,CA,91792
Los Angeles,CA,91801
Los Angeles,CA,91803
San Diego,CA,91901
San Diego,CA,91902
San Diego,CA,91910
San Diego,CA,91911
San Diego,CA,91913
San Diego,CA,91914
San Diego,CA,91915
San Diego,CA,91941
San Diego,CA,91942
San Diego,CA,91945
San Diego,CA,91950
San Diego,CA,91977
San Diego,CA,91978
San Diego,CA,92003
San Diego,CA,92007
San Diego,CA,92008
San Diego,CA,92009
San Diego,CA,92010
San Diego,CA,92011
San Diego,CA,92013
San Diego,CA,92014
San Diego,CA,92018
San Diego,CA,92019
San Diego,CA,92020
San Diego,CA,92021
San Diego,CA,92024
San Diego,CA,92025
San Diego,CA,92026
San Diego,CA,92027
San Diego,CA,92028
San Diego,CA,92029
San Diego,CA,92030
San Diego,CA,92033
San Diego,CA,92037
San Diego,CA,92040
San Diego,CA,92046
San Diego,CA,92054
San Diego,CA,92056
San Diego,CA,92057
San Diego,CA,92058
San Diego,CA,92059
San Diego,CA,92064
San Diego,CA,92065
San Diego,CA,92067
San Diego,CA,92069
San Diego,CA,92071
San Diego,CA,92075
San Diego,CA,92078
San Diego,CA,92079
San Diego,CA,92081
San Diego,CA,92082
San Diego,CA,92083
San Diego,CA,92084
San Diego,CA,92085
San Diego,CA,92091
San Diego,CA,92093
San Diego,CA,92096
San Diego,CA,92101
San Diego,CA,92102
San Diego,CA,92103
San Diego,CA,92104
San Diego,CA,92105
San Diego,CA,92106
San Diego,CA,92107
San Diego,CA,92108
San Diego,CA,92109
San Diego,CA,92110
San Diego,CA,92111
San Diego,CA,92113
San Diego,CA,92114
San Diego,CA,92115
San Diego,CA,92116
San Diego,CA,92117
San Diego,CA,92118
San Diego,CA,92119
San Diego,CA,92120
San Diego,CA,92121
San Diego,CA,92122
San Diego,CA,92123
San Diego,CA,92124
San Diego,CA,92126
San Diego,CA,92127
San Diego,CA,92128
San Diego,CA,92129
San Diego,CA,92130
San Diego,CA,92131
San Diego,CA,92134
San Diego,CA,92135
San Diego,CA,92136
San Diego,CA,92139
San Diego,CA,92140
San Diego,CA,92145
San Diego,CA,92147
San Diego,CA,92152
San Diego,CA,92154
San Diego,CA,92155
San Diego,CA,92161
San Diego,CA,92173
San Diego,CA,92182
Riverside,CA,92223
Riverside,CA,92313
Riverside,CA,92316
Riverside,CA,92318
Riverside,CA,92320
Riverside,CA,92324
Riverside,CA,92331
Riverside,CA,92334
Riverside,CA,92335
Riverside,CA,92336
Riverside,CA,92337
Riverside,CA,92346
Riverside,CA,92350
Riverside,CA,92352
Riverside,CA,92354
Riverside,CA,92357
Riverside,CA,92359
Riverside,CA,92373
Riverside,CA,92374
Riverside,CA,92375
Riverside,CA,92376
Riverside,CA,92377
Lancaster,CA,92397
Riverside,CA,92399
Riverside,CA,92401
Riverside,CA,92403
Riverside,CA,92404
Riverside,CA,92405
Riverside,CA,92406
Riverside,CA,92407
Riverside,CA,92408
Riverside,CA,92410
Riverside,CA,92411
Riverside,CA,92412
Riverside,CA,92413
Riverside,CA,92414
Riverside,CA,92415
Riverside,CA,92418
Riverside,CA,92423
Riverside,CA,92501
Riverside,CA,92502
Riverside,CA,92503
Riverside,CA,92504
Riverside,CA,92505
Riverside,CA,92506
Riverside,CA,92507
Riverside,CA,92508
Riverside,CA,92509
Riverside,CA,92513
Riverside,CA,92514
Riverside,CA,92515
Riverside,CA,92516
Riverside,CA,92517
Riverside,CA,92518
Riverside,CA,92519
Riverside,CA,92521
Riverside,CA,92522
Riverside,CA,92545
Riverside,CA,92548
Riverside,CA,92551
Riverside,CA,92552
Riverside,CA,92553
Riverside,CA,92554
Riverside,CA,92555
Riverside,CA,92556
Riverside,CA,92557
Riverside,CA,92567
Riverside,CA,92570
Riverside,CA,92571
Riverside,CA,92581
Riverside,CA,92582
Riverside,CA,92583
Riverside,CA,92585
Orange County,CA,92602
Orange County,CA,92603
Orange County,CA,92604
Orange County,CA,92605
Orange County,CA,92606
Orange County,CA,92607
Orange County,CA,92609
Orange County,CA,92610
Orange County,CA,92612
Orange County,CA,92614
Orange County,CA,92615
Orange County,CA,92616
Orange County,CA,92617
Orange County,CA,92618
Orange County,CA,92619
Orange County,CA,92620
Orange County,CA,92623
Orange County,CA,92624
Orange County,CA,92625
Orange County,CA,92626
Orange County,CA,92627
Orange County,CA,92628
Orange County,CA,92629
Orange County,CA,92630
Orange County,CA,92637
Orange County,CA,92646
Orange County,CA,92647
Orange County,CA,92648
Orange County,CA,92649
Orange County,CA,92650
Orange County,CA,92651
Orange County,CA,92652
Orange County,CA,92653
Orange County,CA,92654
Orange County,CA,92655
Orange County,CA,92656
Orange County,CA,92657
Orange County,CA,92658
Orange County,CA,92659
Orange County,CA,92660
Orange County,CA,92661
Orange County,CA,92662
Orange County,CA,92663
Orange County,CA,92672
Orange County,CA,92673
Orange County,CA,92675
Orange County,CA,92677
Orange County,CA,92683
Orange County,CA,92684
Orange County,CA,92685
Orange County,CA,92688
Orange County,CA,92690
Orange County,CA,92691
Orange County,CA,92692
Orange County,CA,92694
Orange County,CA,92697
Orange County,CA,92698
Orange County,CA,92701
Orange County,CA,92702
Orange County,CA,92703
Orange County,CA,92704
Orange County,CA,92705
Orange County,CA,92706
Orange County,CA,92707
Orange County,CA,92708
Orange County,CA,92711
Orange County,CA,92712
Orange County,CA,92728
Orange County,CA,92735
Orange County,CA,92780
Orange County,CA,92781
Orange County,CA,92782
Orange County,CA,92799
Orange County,CA,92801
Orange County,CA,92802
Orange County,CA,92803
Orange County,CA,92804
Orange County,CA,92805
Orange County,CA,92806
Orange County,CA,92807
Orange County,CA,92808
Orange County,CA,92811
Orange County,CA,92812
Orange County,CA,92814
Orange County,CA,92815
Orange County,CA,92816
Orange County,CA,92817
Orange County,CA,92821
Orange County,CA,92823
Orange County,CA,92825
Orange County,CA,92831
Orange County,CA,92832
Orange County,CA,92833
Orange County,CA,92834
Orange County,CA,92835
Orange County,CA,92836
Orange County,CA,92837
Orange County,CA,92838
Orange County,CA,92840
Orange County,CA,92841
Orange County,CA,92842
Orange County,CA,92843
Orange County,CA,92844
Orange County,CA,92845
Orange County,CA,92846
Orange County,CA,92850
Orange County,CA,92856
Orange County,CA,92857
Orange County,CA,92859
Riverside,CA,92860
Orange County,CA,92861
Orange County,CA,92862
Orange County,CA,92863
Orange County,CA,92864
Orange County,CA,92865
Orange County,CA,92866
Orange County,CA,92867
Orange County,CA,92868
Orange County,CA,92869
Orange County,CA,92870
Orange County,CA,92871
Riverside,CA,92877
Riverside,CA,92878
Riverside,CA,92879
Riverside,CA,92880
Riverside,CA,92881
Riverside,CA,92882
Riverside,CA,92883
Orange County,CA,92885
Orange County,CA,92886
Orange County,CA,92887
Orange County,CA,92899
Lancaster,CA,93510
Lancaster,CA,93523
Lancaster,CA,93524
Lancaster,CA,93534
Lancaster,CA,93535
Lancaster,CA,93536
Lancaster,CA,93543
Lancaster,CA,93544
Lancaster,CA,93550
Lancaster,CA,93551
Lancaster,CA,93552
Lancaster,CA,93553
Lancaster,CA,93591
Portland,OR,97003
Portland,OR,97005
Portland,OR,97006
Portland,OR,97007
Portland,OR,97008
Portland,OR,97015
Portland,OR,97027
Portland,OR,97034
Portland,OR,97035
Portland,OR,97045
Portland,OR,97062
Portland,OR,97068
Portland,OR,97070
Portland,OR,97078
Portland,OR,97086
Portland,OR,97123
Portland,OR,97124
Portland,OR,97140
Portland,OR,97201
Portland,OR,97202
Portland,OR,97203
Portland,OR,97205
Portland,OR,97206
Portland,OR,97209
Portland,OR,97210
Portland,OR,97211
Portland,OR,97212
Portland,OR,97213
Portland,OR,97214
Portland,OR,97215
Portland,OR,97216
Portland,OR,97217
Portland,OR,97218
Portland,OR,97219
Portland,OR,97220
Portland,OR,97221
Portland,OR,97222
Portland,OR,97223
Portland,OR,97224
Portland,OR,97225
Portland,OR,97227
Portland,OR,97229
Portland,OR,97230
Portland,OR,97232
Portland,OR,97233
Portland,OR,97236
Portland,OR,97239
Portland,OR,97266
Portland,OR,97267
Tacoma,WA,98001
Tacoma,WA,98002
Tacoma,WA,98003
Seattle,WA,98004
Seattle,WA,98005
Seattle,WA,98006
Seattle,WA,98007
Seattle,WA,98008
Tacoma,WA,98010
Seattle,WA,98011
Seattle,WA,98012
Seattle,WA,98020
Seattle,WA,98021
Tacoma,WA,98022
Tacoma,WA,98023
Seattle,WA,98026
Seattle,WA,98027
Seattle,WA,98028
Seattle,WA,98029
Tacoma,WA,98030
Tacoma,WA,98031
Tacoma,WA,98032
Seattle,WA,98033
Seattle,WA,98034
Seattle,WA,98036
Seattle,WA,98037
Tacoma,WA,98038
Seattle,WA,98039
Seattle,WA,98040
Tacoma,WA,98042
Seattle,WA,98043
Tacoma,WA,98047
Seattle,WA,98052
Seattle,WA,98055
Seattle,WA,98056
Seattle,WA,98057
Seattle,WA,98058
Seattle,WA,98059
Seattle,WA,98062
Seattle,WA,98072
Seattle,WA,98074
Seattle,WA,98075
Seattle,WA,98077
Seattle,WA,98087
Tacoma,WA,98092
Seattle,WA,98101
Seattle,WA,98102
Seattle,WA,98103
Seattle,WA,98104
Seattle,WA,98105
Seattle,WA,98106
Seattle,WA,98107
Seattle,WA,98108
Seattle,WA,98109
Seattle,WA,98112
Seattle,WA,98115
Seattle,WA,98116
Seattle,WA,98117
Seattle,WA,98118
Seattle,WA,98119
Seattle,WA,98121
Seattle,WA,98122
Seattle,WA,98125
Seattle,WA,98126
Seattle,WA,98133
Seattle,WA,98134
Seattle,WA,98136
Seattle,WA,98138
Seattle,WA,98146
Seattle,WA,98148
Seattle,WA,98154
Seattle,WA,98155
Seattle,WA,98161
Seattle,WA,98164
Seattle,WA,98166
Seattle,WA,98168
Seattle,WA,98174
Seattle,WA,98177
Seattle,WA,98178
Seattle,WA,98188
Seattle,WA,98198
Seattle,WA,98199
Seattle,WA,98201
Seattle,WA,98203
Seattle,WA,98204
Seattle,WA,98205
Seattle,WA,98208
Seattle,WA,98223
Seattle,WA,98258
Seattle,WA,98270
Seattle,WA,98271
Seattle,WA,98275
Seattle,WA,98290
Seattle,WA,98296
Tacoma,WA,98321
Olympia,WA,98327
Tacoma,WA,98328
Tacoma,WA,98330
Tacoma,WA,98332
Tacoma,WA,98333
Tacoma,WA,98335
Tacoma,WA,98338
Tacoma,WA,98344
Tacoma,WA,98352
Tacoma,WA,98354
Tacoma,WA,98360
Tacoma,WA,98371
Tacoma,WA,98372
Tacoma,WA,98373
Tacoma,WA,98374
Tacoma,WA,98375
Tacoma,WA,98387
Tacoma,WA,98388
Tacoma,WA,98390
Tacoma,WA,98391
Tacoma,WA,98402
Tacoma,WA,98403
Tacoma,WA,98404
Tacoma,WA,98405
Tacoma,WA,98406
Tacoma,WA,98407
Tacoma,WA,98408
Tacoma,WA,98409
Tacoma,WA,98413
Tacoma,WA,98416
Tacoma,WA,98418
Tacoma,WA,98421
Tacoma,WA,98422
Tacoma,WA,98424
Tacoma,WA,98430
Tacoma,WA,98431
Tacoma,WA,98433
Tacoma,WA,98438
Tacoma,WA,98439
Tacoma,WA,98443
Tacoma,WA,98444
Tacoma,WA,98445
Tacoma,WA,98446
Tacoma,WA,98447
Tacoma,WA,98448
Tacoma,WA,98465
Tacoma,WA,98466
Tacoma,WA,98467
Tacoma,WA,98498
Tacoma,WA,98499
Olympia,WA,98501
Olympia,WA,98502
Olympia,WA,98503
Olympia,WA,98504
Olympia,WA,98505
Olympia,WA,98506
Olympia,WA,98507
Olympia,WA,98508
Olympia,WA,98509
Olympia,WA,98511
Olympia,WA,98512
Olympia,WA,98513
Olympia,WA,98516
Olympia,WA,98531
Olympia,WA,98576
Olympia,WA,98579
Tacoma,WA,98580
Olympia,WA,98589
Olympia,WA,98597
Spokane,WA,99001
Spokane,WA,99003
Spokane,WA,99004
Spokane,WA,99005
Spokane,WA,99006
Spokane,WA,99008
Spokane,WA,99009
Spokane,WA,99011
Spokane,WA,99012
Spokane,WA,99016
Spokane,WA,99019
Spokane,WA,99021
Spokane,WA,99022
Spokane,WA,99025
Spokane,WA,99026
Spokane,WA,99027
Spokane,WA,99029
Spokane,WA,99030
Spokane,WA,99031
Spokane,WA,99037
Spokane,WA,99110
Spokane,WA,99201
Spokane,WA,99202
Spokane,WA,99203
Spokane,WA,99204
Spokane,WA,99205
Spokane,WA,99206
Spokane,WA,99207
Spokane,WA,99208
Spokane,WA,99212
Spokane,WA,99214
Spokane,WA,99216
Spokane,WA,99217
Spokane,WA,99218
Spokane,WA,99223
Spokane,WA,99224
